id,tx_datetime,tx_type,tx_amount,bal_after_tx,tx_qty,account_no,stock_code
8234,2024-03-05,매수,3150100,16618495,17,78529483-44,012450
8235,2024-02-15,매수,2160000,28301572,64,632375-428679,005850
8236,2024-06-10,매수,14297400,72253090,94,401324-939797,006260
8237,2024-02-13,매수,1056400,45372507,38,611540-208606,001120
8238,2024-04-25,매수,5208900,63790043,97,017-70-578764,328130
8239,2024-06-12,매수,2477200,6627837,88,4833-0055,417200
8240,2024-04-29,매수,112700,68128818,1,724-14-585025,096770
8241,2024-03-21,매수,4167000,29049797,45,997317-011669,010120
8242,2024-04-23,매수,7154000,14696354,28,85005738-24,051915
8243,2024-01-15,매수,1562400,16550975,56,67378090-575,009520
8244,2024-02-05,매수,4423200,88403027,76,947-27-757179,021240
8245,2024-01-24,매수,81000,11480589,1,71890585-02,000150
8246,2024-02-02,매수,3237850,356714,77,03355597-75,120110
8247,2024-02-06,매수,4217200,83924573,52,532-21-090762,011790
8248,2024-01-25,매수,17955000,16361628,95,470042-302422,298040
8249,2024-02-14,매수,1028790,82957412,69,07829656-64,006360
8250,2024-01-09,매수,8525800,3890731,47,7101-6501,140860
8251,2024-01-25,매수,12497800,89143515,79,1680-1632,004170
8252,2024-05-09,매수,1531800,41453625,36,4546-5316,022100
8253,2024-01-17,매수,1110400,15063526,32,238959-979328,214150
8254,2024-04-02,매수,7565600,83393588,98,7328-8383,402340
8255,2024-01-30,매수,5486000,52561278,26,35324396-712,014680
8256,2024-01-18,매수,3795000,67401977,66,830646-493086,008770
8257,2024-01-22,매수,5470500,59033820,35,436–4521–1695-4,145020
8258,2024-02-28,매수,2623300,81719510,37,945365-763338,180640
8259,2024-04-15,매수,225360,57507407,12,015-37-868273,030000
8260,2024-04-17,매수,471250,38378892,65,4756-7624,006800
8261,2024-01-18,매수,3716800,23811355,92,74595261-909,078930
8262,2024-01-24,매수,20384000,11883252,52,29222309-57,007310
8263,2024-03-13,매수,1851500,46876981,7,639-88-974791,247540
8264,2024-02-29,매수,3832400,44373187,52,903827-599704,035900
8265,2024-03-15,매수,551200,73246750,8,262–0920–6342-8,052690
8266,2024-06-10,매수,15525000,55736792,46,990409-324535,000810
8267,2024-02-23,매수,83600,13836118,2,406–0108–6271-3,008930
8268,2024-02-27,매수,2876500,49836958,55,61550345-21,017670
8269,2024-01-24,매수,211400,74407144,14,406–0108–6271-3,035250
8270,2024-01-23,매수,1716000,12262492,40,09157354-29,086790
8271,2024-05-28,매수,4809600,44538565,96,271-26-260768,069960
8272,2024-04-26,매수,10136500,25547582,95,11688193-96,096770
8273,2024-04-25,매수,1592500,58154300,49,262-31-023366,393890
8274,2024-02-27,매수,294440,54979347,34,9118-2233,006800
8275,2024-01-15,매수,1922700,74190739,87,73122705-411,000080
8276,2024-02-27,매수,6107200,90232838,88,037–4299–3003-8,285130
8277,2024-03-26,매수,265050,64962839,15,497-79-481818,272210
8278,2024-01-22,매수,876600,64127052,18,5988-3968,047050
8279,2024-02-07,매수,6725000,39075431,25,944–3598–2550-0,002380
8280,2024-05-08,매수,2912800,40413363,88,231993-867199,222800
8281,2024-05-10,매수,7944000,8636217,16,5866-7914,010130
8282,2024-04-23,매수,2337500,60456234,50,465–5873–5766-3,020150
8283,2024-04-19,매수,11451200,97488452,68,21692830-23,196170
8284,2024-02-16,매수,3484250,85759771,77,837-19-308128,008730
8285,2024-05-20,매수,8635500,62738090,57,37875371-207,028260
8286,2024-03-21,매수,5434600,87335564,58,532-21-090762,009970
8287,2024-03-05,매수,55380000,42112903,71,602–3194–4722-4,207940
8288,2024-03-13,매수,6795000,71818736,75,372-60-842991,271560
8289,2024-05-28,매수,1794100,6182126,77,49348855-95,298380
8290,2024-02-21,매수,5185200,91026752,87,1400-3329,012750
8291,2024-01-15,매수,917600,5439014,80,022–0704–3376-7,137310
8292,2024-02-07,매수,2620800,35966833,18,960-17-231460,005385
8293,2024-05-20,매도,2049800,57478972,37,58770203-51,457190
8294,2024-04-29,매수,468050,62992725,23,001-63-550645,272210
8295,2024-05-13,매수,6820800,2200623,87,924425-126548,005930
8296,2024-04-18,매수,2069650,48550243,53,230302-025525,007660
8297,2024-02-08,매수,2017800,17734229,59,695-93-559116,051600
8298,2024-02-19,매수,3930500,27125801,35,111-73-976946,185750
8299,2024-05-23,매수,3302400,27753900,48,14685876-823,267250
8300,2024-04-03,매수,1644300,7740640,63,2079-8610,036460
8301,2024-06-04,매수,767250,99794785,93,62441012-95,138930
8302,2024-04-05,매수,2135700,29659025,27,900–4924–0452-8,035760
8303,2024-01-18,매수,24087000,51048995,74,21982667-352,051900
8304,2024-01-16,매수,3876600,90327112,71,602093-294947,002710
8305,2024-05-14,매수,6045800,30117585,37,651639-225834,079550
8306,2024-02-16,매수,184800,51715402,8,700–7083–6061-5,023590
8307,2024-03-18,매수,1144800,73538697,12,19897556-06,010060
8308,2024-03-04,매수,2445000,12542268,15,749–4332–2027-8,028260
8309,2024-01-23,매수,1995200,2268043,16,36779182-139,000120
8310,2024-05-14,매수,7092800,88403020,88,398–7275–8789-1,036830
8311,2024-05-23,매수,992500,16319713,25,666–9916–0037-7,089030
8312,2024-01-03,매수,1051200,78035817,18,827227-745190,138040
8313,2024-04-15,매수,1043000,26570728,70,09157354-29,035250
8314,2024-02-02,매수,1209000,22805344,39,49316297-836,240810
8315,2024-04-23,매수,36707000,56534624,71,5060-7352,086520
8316,2024-01-09,매수,2214000,46898592,20,892–0797–0578-8,009540
8317,2024-02-08,매수,583100,76647443,14,70325339-638,120110
8318,2024-02-20,매수,3586000,24777276,11,848–3158–5548-0,051915
8319,2024-01-29,매수,1743300,44221550,13,270232-578103,005300
8320,2024-04-24,매수,35972000,38836467,92,379838-972893,004370
8321,2024-04-24,매수,16917500,13060490,67,826-09-513084,005380
8322,2024-05-21,매수,4796550,79693966,99,440–2737–3732-9,084370
8323,2024-01-29,매수,8681400,50788035,91,707–5647–4984-8,039490
8324,2024-02-02,매수,10814900,13427793,83,32527268-129,005385
8325,2024-01-25,매수,301980,33657135,42,168-17-097458,138930
8326,2024-05-20,매수,14934200,7060608,89,32939048-531,140860
8327,2024-04-03,매수,7371800,67320775,41,5490-9188,277810
8328,2024-01-05,매수,12259800,49172988,98,858328-177307,000120
8329,2024-02-21,매수,578400,79830905,16,163990-515643,009420
8330,2024-01-10,매수,4019200,64973379,64,7101-6501,267250
8331,2024-01-02,매수,2440000,31705257,5,341–7669–0156-0,005490
8332,2024-04-26,매도,4634500,53231846,23,74672915-317,352820
8333,2024-05-29,매수,43976000,24858156,92,26638587-087,004370
8334,2024-06-04,매수,8796600,75604656,54,248–8062–6494-2,192820
8335,2024-01-30,매수,14997500,52209314,35,780785-935960,005490
8336,2024-03-22,매수,13753800,56049472,81,526–4982–0130-1,000660
8337,2024-05-09,매수,14098000,61903946,95,0477-6997,028260
8338,2024-02-13,매수,4215100,92459816,61,245094-921679,025900
8339,2024-02-06,매수,5772800,96344174,64,353322-860832,003550
8340,2024-01-11,매수,21606000,46160508,52,271608-274369,373220
8341,2024-03-19,매수,3685500,22231432,65,22994316-00,047050
8342,2024-02-23,매수,360900,53336210,45,06143721-099,003690
8343,2024-01-09,매수,12921000,58683480,73,790–4243–4953-2,298040
8344,2024-01-22,매수,11255600,64649343,76,2604-4821,012450
8345,2024-03-21,매수,9483000,60075765,87,489-72-229610,185750
8346,2024-04-26,매수,3317600,14295737,58,040726-552086,011210
8347,2024-04-30,매수,1120640,69553337,68,48323716-20,006360
8348,2024-01-04,매수,5241600,73508494,36,03572721-578,018670
8349,2024-04-15,매수,3337200,33997547,27,358-46-409260,280360
8350,2024-03-27,매수,74680,55490356,4,6033-1280,030000
8351,2024-02-13,매수,1110200,52289303,65,794463-544498,035250
8352,2024-01-09,매수,561000,90371645,17,064–3998–8126-6,004020
8353,2024-05-27,매수,1663200,26349967,33,611540-208606,007660
8354,2024-05-13,매수,2603250,20495172,89,371–0950–3262-3,001120
8355,2024-05-08,매수,1182030,61937840,93,17791390-285,088980
8356,2024-04-08,매수,12418500,74579334,51,831334-983196,259960
8357,2024-04-12,매수,2294000,34587769,20,780785-935960,450080
8358,2024-05-29,매수,2275500,70301062,37,2079-8610,005935
8359,2024-02-29,매수,5898500,12509233,47,40641290-281,005300
8360,2024-05-30,매수,1422900,67329130,51,07829656-64,056190
8361,2024-01-16,매수,356630,52688316,19,037–6982–5425-2,272210
8362,2024-01-29,매수,1210000,49156093,22,738–5135–2434-7,012750
8363,2024-04-16,매수,361920,79801248,29,85005738-24,088980
8364,2024-02-26,매수,3186000,87220266,60,315-75-909111,047810
8365,2024-04-15,매수,2779800,99128868,82,92437310-57,008930
8366,2024-03-11,매수,2590950,1919653,69,91763491-88,051600
8367,2024-05-27,매수,3851400,54103152,84,420085-661975,035720
8368,2024-04-17,매수,2183700,26181627,29,164178-606887,010950
8369,2024-05-27,매수,3487300,52609637,86,31496684-203,263750
8370,2024-05-16,매수,8925000,37927915,75,42679703-53,064760
8371,2024-02-06,매수,3624000,56365849,30,017-70-578764,096770
8372,2024-04-08,매수,2237800,27141771,67,5993-7091,204320
8373,2024-04-12,매수,389200,2627077,20,997–7686–9929-8,204270
8374,2024-05-24,매수,1382290,77178607,91,601807-667632,232140
8375,2024-04-23,매수,393000,85610146,15,22307609-44,028050
8376,2024-02-23,매수,2143050,99428360,91,951-49-138188,015760
8377,2024-06-03,매수,5495000,57675213,50,9310-2574,011170
8378,2024-03-27,매수,2425000,65268042,25,87110278-040,066570
8379,2024-03-25,매수,4350000,87815116,30,413460-557980,009150
8380,2024-01-11,매수,7789600,7470876,91,07532321-168,000150
8381,2024-02-21,매수,234500,62252956,35,57703722-844,073240
8382,2024-04-08,매수,1531000,54717947,100,56350641-15,336370
8383,2024-04-05,매수,6932500,11534950,59,603–1960–7103-1,450080
8384,2024-05-22,매수,644910,70972538,37,86608602-410,204270
8385,2024-03-06,매수,22837500,33089823,63,14322092-49,004370
8386,2024-03-12,매수,13952400,84212855,84,88316447-41,004170
8387,2024-02-22,매수,7875000,94755958,35,839-23-828521,259960
8388,2024-02-06,매수,5192000,85788830,88,3373-9477,021240
8389,2024-04-09,매수,53000,2559346,1,65476837-13,036830
8390,2024-02-29,매수,1504140,92518645,86,827227-745190,026960
8391,2024-05-21,매수,3148200,82631043,54,57453691-384,000210
8392,2024-03-08,매수,3588000,19253090,39,05607883-867,271560
8393,2024-03-06,매수,7533500,90660584,95,57453691-384,138040
8394,2024-06-07,매수,748500,45303804,15,25129677-595,069960
8395,2024-02-28,매수,6671000,19557422,70,4756-7624,066570
8396,2024-04-05,매수,155610,14740303,9,205–5331–1785-9,294870
8397,2024-05-22,매수,20400000,69638875,100,1915-4293,247540
8398,2024-01-17,매수,3304800,95991681,34,6033-1280,006110
8399,2024-05-14,매수,611650,65650527,13,855961-203492,112040
8400,2024-03-28,매수,2167200,52692028,86,765–1037–0720-9,028050
8401,2024-02-16,매수,232870,30084240,29,54986895-890,003690
8402,2024-01-18,매수,19384200,43947181,99,525-54-367003,003230
8403,2024-03-14,매수,34542000,22272515,76,91631617-44,010130
8404,2024-04-09,매수,792000,93721179,6,44091270-21,064760
8405,2024-02-23,매수,4573000,30580833,17,4546-5316,457190
8406,2024-03-28,매수,1106700,10066675,51,276766-469489,003490
8407,2024-06-04,매수,8663200,73035441,49,936939-993002,035420
8408,2024-04-23,매수,3505400,5798210,34,541-19-468083,185750
8409,2024-05-07,매수,2618000,31772175,34,91194168-046,010620
8410,2024-05-30,매수,6138600,51320455,78,277-26-535094,105560
8411,2024-05-08,매수,294310,87361819,19,207–7617–5277-7,035250
8412,2024-01-04,매수,5917600,11736076,52,84714210-94,069620
8413,2024-01-18,매수,4485000,81992262,75,836332-038054,000100
8414,2024-02-27,매수,2112050,93533208,53,611977-053922,016360
8415,2024-01-09,매수,4444000,11824520,40,256835-098321,068760
8416,2024-01-26,매수,1781250,52242816,75,630-07-547492,000880
8417,2024-06-12,매수,3685000,4207090,10,24315858-488,278470
8418,2024-03-21,매수,4695300,29208837,94,827227-745190,047810
8419,2024-01-18,매수,16225000,92917766,55,21312073-427,357780
8420,2024-04-05,매수,1753300,45774298,89,9271-2143,336260
8421,2024-02-15,매도,1869000,64287955,21,915-22-424118,009970
8422,2024-05-20,매수,5558300,58758424,31,88964146-502,014680
8423,2024-05-10,매수,3015,45046254,1,416257-975923,088350
8424,2024-02-19,매수,2783000,7538959,55,248–8062–6494-2,009240
8425,2024-01-29,매수,862560,21889519,48,41283479-48,294870
8426,2024-01-15,매수,4302000,5887952,90,212525-894683,253450
8427,2024-04-19,매수,3611200,12129990,74,0069-0207,069960
8428,2024-03-13,매수,527150,13134099,13,645-58-015321,008930
8429,2024-03-19,매수,229500,77206243,1,852-18-831177,348370
8430,2024-03-11,매수,2716200,56869326,27,997–7686–9929-8,028300
8431,2024-05-16,매수,9823000,90007270,38,045058-734381,259960
8432,2024-02-01,매수,5700000,18544020,25,6134-8260,247540
8433,2024-03-05,매수,8066500,47353829,85,325–8883–1176-8,009970
8434,2024-05-20,매수,1580000,93221973,79,244-35-325816,015760
8435,2024-03-08,매수,238680,20772388,27,5720-1977,001440
8436,2024-03-20,매수,713400,48215352,41,695-93-559116,026960
8437,2024-04-16,매수,472500,92427564,15,02544489-24,000720
8438,2024-04-02,매수,2808000,96428672,40,879-08-306270,035900
8439,2024-02-01,매수,4184400,38791659,44,668-67-619272,066570
8440,2024-03-29,매수,2076000,23297953,8,794463-544498,002380
8441,2024-01-23,매수,17371200,67836435,94,628-84-219333,005380
8442,2024-03-14,매수,1335600,70766723,21,944–3598–2550-0,328130
8443,2024-02-29,매수,229100,9481991,29,83903637-272,010140
8444,2024-01-29,매수,2133000,77462716,27,7956-2976,001570
8445,2024-01-05,매도,79740,91641386,6,281–0077–4181-9,034220
8446,2024-01-24,매수,732500,19974791,5,7294-7868,018670
8447,2024-06-04,매수,965600,82418019,17,464934-390256,008770
8448,2024-05-21,매수,4942500,41955991,75,525-54-367003,180640
8449,2024-02-06,매수,91920,46479735,6,790–4243–4953-2,034020
8450,2024-01-11,매수,6760000,20789834,80,879-08-306270,011790
8451,2024-05-23,매수,7810800,8020120,92,5158-1380,450080
8452,2024-05-03,매수,3700800,20189412,24,28320714-517,000150
8453,2024-04-03,매수,3837600,74234718,72,50901884-154,112610
8454,2024-06-03,매수,9382800,14949285,84,249-46-117445,145720
8455,2024-01-17,매수,330750,46677981,15,092-02-068244,007070
8456,2024-03-20,매수,118500,93617523,5,32425876-882,353200
8457,2024-03-28,매수,8690500,61234276,91,4714-8806,032830
8458,2024-03-26,매수,2305500,66899956,29,2314-4394,004490
8459,2024-03-06,매수,359970,38413335,39,3692-4297,001440
8460,2024-02-02,매수,312000,72848154,25,90542495-945,088980
8461,2024-04-12,매수,351000,4375936,9,8378-1473,014820
8462,2024-06-07,매수,2875200,40787736,48,902586-179071,139480
8463,2024-01-02,매수,7907200,93538120,56,88110639-254,090430
8464,2024-05-27,매수,1090600,91607423,19,620-69-196475,000210
8465,2024-01-26,매수,50800,82549859,2,288-96-565351,004990
8466,2024-01-23,매수,912250,31465954,41,58060623-55,214370
8467,2024-02-23,매수,11412500,39359185,55,88964146-502,011070
8468,2024-05-07,매수,5410200,58061290,71,5158-1380,454910
8469,2024-03-19,매수,2370000,50381974,75,630-07-547492,064350
8470,2024-02-28,매수,1292280,63519902,89,602093-294947,316140
8471,2024-06-04,매수,29601000,54851850,99,0666-4982,267260
8472,2024-04-02,매수,15912000,23973449,52,748–1450–6538-8,457190
8473,2024-02-21,매수,1680800,57375775,44,10147790-77,005290
8474,2024-04-29,매수,1333800,89643831,38,110–3582–8826-2,377300
8475,2024-04-30,매수,4810000,16465246,20,2534-3021,039030
8476,2024-04-29,매수,11610000,48997773,86,505–9870–6272-5,192820
8477,2024-04-23,매수,13634800,46607658,89,456-19-145134,010120
8478,2024-03-29,매수,5188800,73652091,92,06141965-589,025900
8479,2024-01-17,매수,2448000,91443393,48,26562164-466,141080
8480,2024-05-13,매수,4364800,25162366,64,379-47-760474,383310
8481,2024-04-05,매수,151000,11110163,40,77657991-31,047040
8482,2024-04-09,매수,481600,20259251,86,546–7271–9563-4,001740
8483,2024-02-08,매수,422060,43749760,94,253–0438–5223-1,028670
8484,2024-05-09,매수,3037500,25245275,81,461–1760–0555-9,240810
8485,2024-01-24,매수,568480,46771444,76,38673885-38,010140
8486,2024-03-11,매수,273600,43311414,4,426–6012–2857-8,267250
8487,2024-05-31,매수,18032300,9577521,97,080-88-861218,196170
8488,2024-01-29,매수,7990000,79812678,94,939851-951805,006260
8489,2024-01-25,매수,1129300,8324069,46,230302-025525,293490
8490,2024-03-14,매수,4074000,80149104,70,139-64-075145,008770
8491,2024-05-30,매수,2093550,66438680,51,42679703-53,229640
8492,2024-02-13,매수,329500,46047700,5,017-70-578764,071050
8493,2024-03-05,매수,72200,21149140,1,341–7669–0156-0,139480
8494,2024-02-05,매수,14817000,29723032,66,592900-925553,247540
8495,2024-04-30,매수,14080,916140,2,06143721-099,073240
8496,2024-05-29,매수,1390180,41271424,71,6934-1139,015760
8497,2024-03-04,매수,3330800,23281295,88,11929801-04,195940
8498,2024-04-02,매수,10458700,11139452,67,1372-3925,018670
8499,2024-05-21,매수,4470400,83540749,44,3225-9937,185750
8500,2024-03-12,매수,700000,51204359,16,05607883-867,008730
8501,2024-06-12,매수,1703280,84458219,94,129-56-801294,272210
8502,2024-03-14,매수,2960150,66033467,73,049–5923–0973-1,008930
8503,2024-06-12,매수,21793000,7155038,62,90300518-16,298050
8504,2024-05-23,매수,10557000,91137189,90,122-20-939201,011170
8505,2024-01-04,매수,5291500,48910724,95,32179418-056,071050
8506,2024-06-07,매수,297360,70856546,42,8376-2813,073240
8507,2024-06-04,매수,2430200,30822431,29,852-18-831177,450080
8508,2024-04-01,매수,1753500,506550,7,7018-6962,259960
8509,2024-01-04,매수,2659200,77938152,48,288-96-565351,166090
8510,2024-04-15,매수,10274600,71672856,82,4008-2360,005300
8511,2024-01-22,매수,972400,47860140,65,562–8321–0989-3,035250
8512,2024-02-06,매수,1158500,15710058,35,980–3119–6218-8,009420
8513,2024-03-27,매수,1842600,49905954,74,06264867-86,028050
8514,2024-03-11,매수,2146500,68039531,90,345221-335934,293490
8515,2024-01-16,매수,2655800,74495335,49,25129677-595,021240
8516,2024-04-30,매수,5216000,72101283,80,250-35-088431,005935
8517,2024-05-07,매수,1780000,3645680,50,11158880-932,030200
8518,2024-03-15,매수,486000,11346992,18,58770203-51,042660
8519,2024-04-01,매수,8379000,6168737,57,44091270-21,086900
8520,2024-03-20,매수,23635000,57992301,58,695-93-559116,373220
8521,2024-04-12,매수,3367000,34884386,13,618–3336–2937-3,051915
8522,2024-05-03,매수,1252350,54990512,33,139-64-075145,064350
8523,2024-02-23,매수,9045400,75445708,49,780785-935960,298040
8524,2024-04-08,매수,508750,80313170,25,922-83-065312,000080
8525,2024-02-26,매수,28392000,35175470,78,461–1760–0555-9,004370
8526,2024-05-28,매수,818910,97331117,81,241-28-213672,137310
8527,2024-01-04,매수,1904100,62331923,66,452–5072–0886-1,248070
8528,2024-02-01,매수,423630,33715855,27,5877-8627,006360
8529,2024-06-04,매수,32508000,92869062,86,75524736-561,006400
8530,2024-02-22,매수,16591000,18133306,94,402-27-380980,068270
8531,2024-01-22,매수,9727700,46486703,89,0363-0435,005387
8532,2024-05-02,매수,892500,64848012,21,77104574-44,253450
8533,2024-01-24,매수,868000,86107647,10,110-23-630835,095340
8534,2024-03-20,매수,3524400,25642396,66,956-65-465028,000210
8535,2024-01-24,매수,3445600,55564423,73,72481549-32,161390
8536,2024-01-17,매수,368920,31393408,92,618–3336–2937-3,047040
8537,2024-06-04,매수,9531200,98765189,74,98225420-75,039490
8538,2024-05-16,매수,3304800,72143444,24,336-39-353073,009540
8539,2024-05-23,매수,267415,71293098,79,565–9049–7951-6,000400
8540,2024-01-26,매수,1203400,83269646,44,11065997-06,002790
8541,2024-04-01,매수,26923500,37177767,93,608005-007793,051915
8542,2024-02-01,매수,2484000,45465019,92,20264304-812,007660
8543,2024-03-06,매수,352550,46813570,11,466-45-509807,001450
8544,2024-04-19,매수,4027800,35751254,49,145979-931421,237690
8545,2024-06-03,매수,1877850,24153764,39,3434-1848,007660
8546,2024-05-08,매수,1910400,69039685,96,037–4299–3003-8,003090
8547,2024-06-05,매수,1099200,99043945,32,49457929-351,393890
8548,2024-03-25,매수,17453800,21249734,91,405-79-113430,036570
8549,2024-01-24,매수,125600,34262147,4,14909997-75,000720
8550,2024-02-19,매수,151800,92643189,6,025-70-234415,293490
8551,2024-01-25,매수,3445200,57807170,33,436–4521–1695-4,267260
8552,2024-05-16,매수,13832000,68498196,56,98806970-48,005380
8553,2024-03-20,매수,8505000,69800595,70,116-34-532628,065350
8554,2024-01-02,매수,11193600,21789368,66,89726362-05,018260
8555,2024-01-19,매수,20709000,37472376,54,145979-931421,373220
8556,2024-01-03,매수,9037000,19241907,70,207–7617–5277-7,068760
8557,2024-02-16,매수,5305400,27017325,82,974-62-643786,251270
8558,2024-02-21,매수,7802000,7835178,47,546–7271–9563-4,066970
8559,2024-05-30,매수,5391000,80366078,90,02544489-24,180640
8560,2024-04-24,매수,7854000,4710221,68,9682-5743,214450
8561,2024-04-05,매수,1772700,60478572,57,69736784-623,005850
8562,2024-06-04,매수,2814800,54640418,62,50901884-154,055550
8563,2024-04-08,매수,3253800,30261989,34,23906952-43,005830
8564,2024-01-11,매수,494400,35753122,6,3595-1573,108320
8565,2024-03-12,매수,3012000,7406174,40,238959-979328,041510
8566,2024-01-09,매수,2242000,56184451,95,32527268-129,003490
8567,2024-01-23,매수,503100,19164114,43,037–6982–5425-2,024110
8568,2024-03-14,매수,1656400,10052030,41,40208998-91,213420
8569,2024-05-14,매수,181650,43915084,7,271-21-238996,417200
8570,2024-05-17,매수,3724650,76257981,93,4843-8789,263750
8571,2024-01-19,매수,5024600,26217456,74,2379-0090,139480
8572,2024-02-27,매수,6338200,26570240,43,21233074-982,028260
8573,2024-04-16,매수,721600,86696794,22,856-47-723955,009420
8574,2024-03-21,매수,752250,17525774,59,6145-7411,088980
8575,2024-01-10,매수,1386000,92462098,21,5993-7091,052690
8576,2024-02-07,매수,137160,55046593,9,902586-179071,034020
8577,2024-01-09,매수,1182500,95145198,11,951-49-138188,010060
8578,2024-01-02,매수,2755400,96910201,23,93672354-228,068760
8579,2024-04-25,매수,1620000,12523806,12,59859971-89,000150
8580,2024-05-14,매수,374340,89314957,51,60909497-805,073240
8581,2024-02-28,매수,7260000,43612716,30,989–2611–3525-1,012330
8582,2024-05-28,매수,2021600,71561202,38,095–0423–7275-8,161890
8583,2024-02-02,매수,1541050,48661748,37,015-87-741911,017800
8584,2024-03-15,매수,2648250,65409722,99,4008-2360,281740
8585,2024-06-11,매수,2498650,32143092,77,61550345-21,005420
8586,2024-03-21,매수,230400,41423773,60,35278556-416,047040
8587,2024-02-13,매수,6764400,13033464,36,915-22-424118,086900
8588,2024-05-07,매수,3892050,96920452,81,4378-2795,112040
8589,2024-04-22,매수,308940,99233159,57,353322-860832,001740
8590,2024-02-29,매수,2689500,49840749,33,94912359-080,028300
8591,2024-06-04,매수,17344800,62037975,99,55176786-814,018670
8592,2024-04-11,매수,9897400,15969727,82,830646-493086,282330
8593,2024-02-07,매수,556010,54222179,47,287–6687–6121-4,137310
8594,2024-06-05,매수,993300,37393991,22,02544489-24,213420
8595,2024-02-20,매수,26840000,72465853,61,691346-945441,005490
8596,2024-04-18,매수,378000,88168358,15,461–1760–0555-9,417200
8597,2024-03-11,매수,6078600,56072714,66,359-86-019653,009970
8598,2024-04-03,매수,583110,45545887,57,27895971-919,034220
8599,2024-02-02,매수,784000,69113719,35,6134-8260,298380
8600,2024-03-27,매수,60450,38274868,5,4756-7903,137310
8601,2024-04-11,매수,1404000,28050204,24,25633982-468,052690
8602,2024-03-20,매수,8224000,29335031,32,808–8199–9176-0,278470
8603,2024-01-02,매수,509220,2103836,46,77928677-030,175330
8604,2024-04-29,매수,11074500,186546,69,944–3598–2550-0,005387
8605,2024-06-07,매수,8245600,61533414,88,271-21-238996,068760
8606,2024-01-26,매수,673900,67006144,23,098425-572739,248070
8607,2024-03-18,매수,8490600,83367187,89,1680-1632,010060
8608,2024-02-05,매수,49950,76369543,1,20682617-05,241560
8609,2024-01-12,매수,351690,2334453,57,8480-7459,036540
8610,2024-04-25,매수,806000,95728267,20,57453691-384,403870
8611,2024-02-07,매수,1621500,89149570,47,0654-8904,005850
8612,2024-02-06,매수,2156250,53736800,75,91182812-209,214150
8613,2024-03-18,매수,96600,9372129,4,33218844-38,096530
8614,2024-04-25,매수,9088900,51510758,97,67063746-460,010060
8615,2024-05-31,매수,3819000,21884385,57,092–1787–1106-3,383220
8616,2024-02-14,매수,4756000,65958975,58,645-58-015321,004490
8617,2024-02-20,매수,1635150,22225806,33,20264304-812,112040
8618,2024-04-12,매수,3572100,70929681,98,159007-322083,036930
8619,2024-01-10,매수,996160,92240087,88,357–9954–1972-4,093370
8620,2024-02-02,매수,4153300,84044657,41,961–4121–8827-7,214450
8621,2024-02-29,매수,2377800,87495242,18,365–9198–0015-4,282330
8622,2024-05-17,매수,11189100,39274848,57,651639-225834,443060
8623,2024-03-04,매도,379200,81352411,16,2075-4004,293490
8624,2024-01-11,매도,325800,68177236,3,9825-9471,009540
8625,2024-06-12,매수,1603200,30601506,48,906840-364420,039200
8626,2024-01-19,매도,3128000,73331643,34,500931-051536,039490
8627,2024-05-24,매수,8811000,62082899,99,91631617-44,035760
8628,2024-01-23,매수,453750,20575868,25,61550345-21,100090
8629,2024-03-26,매수,58240,12329043,7,935–1451–2545-4,042670
8630,2024-04-15,매수,227900,3070909,86,752–1267–4281-1,088350
8631,2024-01-22,매수,36423500,64079742,97,235720-830758,004370
8632,2024-03-21,매수,2079000,81742927,55,33160982-830,005420
8633,2024-05-14,매수,193900,71272336,7,93672354-228,036460
8634,2024-04-23,매수,1986450,21383469,41,4895-5581,161890
8635,2024-04-17,매수,1023750,84887349,35,719385-894569,001450
8636,2024-02-13,매수,1144000,61859676,16,66983203-516,010950
8637,2024-05-17,매수,2124000,27773051,40,323188-497035,457190
8638,2024-04-09,매수,356000,39676343,10,259080-837415,195940
8639,2024-06-12,매수,3273200,37467475,98,083492-288398,039200
8640,2024-04-23,매도,7416000,48716261,36,65647747-78,145020
8641,2024-04-25,매수,931000,2502885,50,7101-6501,272210
8642,2024-05-02,매수,4592000,89175367,80,184-36-446637,012510
8643,2024-04-12,매수,1654800,16129021,14,53645403-00,000120
8644,2024-02-08,매수,1092000,82796977,21,28068905-05,078930
8645,2024-01-26,매수,3498450,75757705,83,982313-924393,111770
8646,2024-05-30,매수,2810500,80237773,77,04786625-909,051600
8647,2024-03-20,매수,10949700,90188399,57,922-83-065312,039030
8648,2024-05-14,매수,1183500,46435036,45,775377-848582,178320
8649,2024-03-14,매수,2256300,76035582,69,287694-006381,005850
8650,2024-05-03,매수,2856000,60641647,42,68747522-196,141080
8651,2024-01-25,매수,10673600,97912018,56,137-27-322415,039030
8652,2024-02-27,매수,5673600,62595764,96,476337-390580,012750
8653,2024-02-15,매수,10800400,85808938,62,015-87-741911,277810
8654,2024-03-05,매수,6927700,70346978,73,830646-493086,006260
8655,2024-04-29,매수,1074600,97594955,18,037–4299–3003-8,086790
8656,2024-02-29,매수,7239000,64323628,38,1680-1632,086280
8657,2024-02-05,매수,715400,69043172,14,386160-657670,112040
8658,2024-06-03,매수,158410,41811748,31,435-56-352463,001740
8659,2024-06-07,매수,1142910,33880986,81,04084792-704,175330
8660,2024-02-07,매수,5796000,70832755,42,060–2912–8422-8,000660
8661,2024-03-15,매수,16527500,44617653,55,951-49-138188,278470
