account_no,user_id,company_name,pension_name,pension_type,interest_rate,evaluation_amount,expiration_date
020-765578-21970,99,신한은행,신한은행 퇴직연금 정기예금,DC,3.29,6714,2025-02-13
020-765578-21970,99,우리은행,우리은행 퇴직연금 정기예금,DC,3.4,9382,2025-03-09
020-765578-21970,99,하나은행,하나은행 퇴직연금 정기예금,DC,3.35,600005,2025-02-17
020-765578-21970,99,KB국민은행,국민은행 퇴직연금 정기예금,DC,3.29,5730,2024-09-18
135-157407-89804,49,NH농협은행,농협은행 퇴직연금 정기예금,DB,3.39,5570,2024-07-05
135-157407-89804,49,신한은행,신한은행 퇴직연금 정기예금,DB,3.39,5109872,2025-06-01
135-157407-89804,49,하나은행,하나은행 퇴직연금 정기예금,DB,3.45,5797905,2025-04-13
135-157407-89804,49,KB국민은행,국민은행 퇴직연금 정기예금,DB,3.39,101,2024-12-30
318-350469-37918,105,NH농협은행,농협은행 퇴직연금 정기예금,IRP,3.29,4136,2025-05-14
318-350469-37918,105,신한은행,신한은행 퇴직연금 정기예금,IRP,3.29,529443,2024-06-20
318-350469-37918,105,우리은행,우리은행 퇴직연금 정기예금,IRP,3.4,394430,2024-06-25
318-350469-37918,105,하나은행,하나은행 퇴직연금 정기예금,IRP,3.35,3454,2025-01-02
318-350469-37918,105,KB국민은행,국민은행 퇴직연금 정기예금,IRP,3.29,38849,2024-09-28
444-9674-3745-87,34,NH농협은행,농협은행 퇴직연금 정기예금,DB,3.39,2592103,2024-06-23
444-9674-3745-87,34,신한은행,신한은행 퇴직연금 정기예금,DB,3.39,779448,2025-03-05
444-9674-3745-87,34,하나은행,하나은행 퇴직연금 정기예금,DB,3.45,188,2025-04-12
444-9674-3745-87,34,KB국민은행,국민은행 퇴직연금 정기예금,DB,3.39,3006,2025-01-09
660-6242-4729-53,234,NH농협은행,농협은행 퇴직연금 정기예금,DC,3.29,682333,2024-09-07
660-6242-4729-53,234,신한은행,신한은행 퇴직연금 정기예금,DC,3.29,798775,2025-01-22
660-6242-4729-53,234,우리은행,우리은행 퇴직연금 정기예금,DC,3.4,1641,2024-10-01
660-6242-4729-53,234,하나은행,하나은행 퇴직연금 정기예금,DC,3.35,157,2025-05-09
660-6242-4729-53,234,KB국민은행,국민은행 퇴직연금 정기예금,DC,3.29,31817,2024-08-26
7977-082-574140,41,NH농협은행,농협은행 퇴직연금 정기예금,DC,3.29,910736,2024-07-03
7977-082-574140,41,신한은행,신한은행 퇴직연금 정기예금,DC,3.29,516,2024-11-05
7977-082-574140,41,우리은행,우리은행 퇴직연금 정기예금,DC,3.4,861,2025-03-03
7977-082-574140,41,하나은행,하나은행 퇴직연금 정기예금,DC,3.35,205,2025-01-26
7977-082-574140,41,KB국민은행,국민은행 퇴직연금 정기예금,DC,3.29,80142817,2025-06-08
9530-780-663724,272,NH농협은행,농협은행 퇴직연금 정기예금,DB,3.39,98148565,2024-10-12
9530-780-663724,272,신한은행,신한은행 퇴직연금 정기예금,DB,3.39,36889102,2025-03-14
9530-780-663724,272,하나은행,하나은행 퇴직연금 정기예금,DB,3.45,918,2025-05-06
9530-780-663724,272,KB국민은행,국민은행 퇴직연금 정기예금,DB,3.39,298506,2024-10-10
361-685-593196,126,NH농협은행,농협은행 퇴직연금 정기예금,DC,3.29,93383,2025-03-04
361-685-593196,126,신한은행,신한은행 퇴직연금 정기예금,DC,3.29,41130549,2025-04-24
361-685-593196,126,우리은행,우리은행 퇴직연금 정기예금,DC,3.4,97482,2024-08-09
361-685-593196,126,하나은행,하나은행 퇴직연금 정기예금,DC,3.35,7491256,2025-04-17
361-685-593196,126,KB국민은행,국민은행 퇴직연금 정기예금,DC,3.29,1108,2025-02-07
128-423787-43-422,113,NH농협은행,농협은행 퇴직연금 정기예금,DB,3.39,73754969,2024-10-10
128-423787-43-422,113,신한은행,신한은행 퇴직연금 정기예금,DB,3.39,50690,2024-11-25
128-423787-43-422,113,하나은행,하나은행 퇴직연금 정기예금,DB,3.45,14904,2024-11-16
128-423787-43-422,113,KB국민은행,국민은행 퇴직연금 정기예금,DB,3.39,18133271,2025-06-12
355-016-012975,161,NH농협은행,농협은행 퇴직연금 정기예금,IRP,3.29,76666680,2025-06-09
355-016-012975,161,신한은행,신한은행 퇴직연금 정기예금,IRP,3.29,3449,2025-02-28
355-016-012975,161,우리은행,우리은행 퇴직연금 정기예금,IRP,3.4,496,2025-03-09
355-016-012975,161,하나은행,하나은행 퇴직연금 정기예금,IRP,3.35,568430,2025-02-08
355-016-012975,161,KB국민은행,국민은행 퇴직연금 정기예금,IRP,3.29,9094251,2025-05-12
787-680032-40-754,299,NH농협은행,농협은행 퇴직연금 정기예금,DB,3.39,602776,2025-03-30
787-680032-40-754,299,신한은행,신한은행 퇴직연금 정기예금,DB,3.39,645,2025-04-19
787-680032-40-754,299,하나은행,하나은행 퇴직연금 정기예금,DB,3.45,2713,2025-03-19
787-680032-40-754,299,KB국민은행,국민은행 퇴직연금 정기예금,DB,3.39,7111,2024-07-19
826-78-641870-2,77,NH농협은행,농협은행 퇴직연금 정기예금,DC,3.29,395527,2024-12-15
826-78-641870-2,77,신한은행,신한은행 퇴직연금 정기예금,DC,3.29,933,2024-11-23
826-78-641870-2,77,우리은행,우리은행 퇴직연금 정기예금,DC,3.4,413,2025-03-15
826-78-641870-2,77,하나은행,하나은행 퇴직연금 정기예금,DC,3.35,41336437,2024-07-30
826-78-641870-2,77,KB국민은행,국민은행 퇴직연금 정기예금,DC,3.29,92195,2024-10-30
646-749994-40-344,170,NH농협은행,농협은행 퇴직연금 정기예금,IRP,3.29,82237955,2024-09-12
646-749994-40-344,170,신한은행,신한은행 퇴직연금 정기예금,IRP,3.29,4782430,2025-01-13
646-749994-40-344,170,우리은행,우리은행 퇴직연금 정기예금,IRP,3.4,28931270,2025-02-13
646-749994-40-344,170,하나은행,하나은행 퇴직연금 정기예금,IRP,3.35,3840645,2024-12-17
646-749994-40-344,170,KB국민은행,국민은행 퇴직연금 정기예금,IRP,3.29,40487,2024-08-31
7346-981-613412,124,NH농협은행,농협은행 퇴직연금 정기예금,DC,3.29,4403693,2024-08-12
7346-981-613412,124,신한은행,신한은행 퇴직연금 정기예금,DC,3.29,79423297,2024-09-19
7346-981-613412,124,우리은행,우리은행 퇴직연금 정기예금,DC,3.4,90631089,2024-10-04
7346-981-613412,124,하나은행,하나은행 퇴직연금 정기예금,DC,3.35,218857,2025-05-27
7346-981-613412,124,KB국민은행,국민은행 퇴직연금 정기예금,DC,3.29,668493,2024-09-08
1770-312-262621,227,NH농협은행,농협은행 퇴직연금 정기예금,DB,3.39,9327514,2024-08-12
1770-312-262621,227,신한은행,신한은행 퇴직연금 정기예금,DB,3.39,1112990,2024-12-16
1770-312-262621,227,하나은행,하나은행 퇴직연금 정기예금,DB,3.45,23149320,2025-03-17
1770-312-262621,227,KB국민은행,국민은행 퇴직연금 정기예금,DB,3.39,42980919,2024-09-19
636-242345-46871,222,NH농협은행,농협은행 퇴직연금 정기예금,DB,3.39,229,2025-03-26
636-242345-46871,222,신한은행,신한은행 퇴직연금 정기예금,DB,3.39,172,2025-02-28
636-242345-46871,222,하나은행,하나은행 퇴직연금 정기예금,DB,3.45,854,2024-09-29
636-242345-46871,222,KB국민은행,국민은행 퇴직연금 정기예금,DB,3.39,9738,2025-05-20
4631-484-351234,91,NH농협은행,농협은행 퇴직연금 정기예금,IRP,3.29,7264421,2024-07-25
4631-484-351234,91,신한은행,신한은행 퇴직연금 정기예금,IRP,3.29,9514170,2024-09-27
4631-484-351234,91,우리은행,우리은행 퇴직연금 정기예금,IRP,3.4,82144733,2024-12-03
4631-484-351234,91,하나은행,하나은행 퇴직연금 정기예금,IRP,3.35,206282,2025-02-07
4631-484-351234,91,KB국민은행,국민은행 퇴직연금 정기예금,IRP,3.29,11296923,2024-07-11
222-728343-18575,8,NH농협은행,농협은행 퇴직연금 정기예금,IRP,3.29,66527,2024-11-06
222-728343-18575,8,신한은행,신한은행 퇴직연금 정기예금,IRP,3.29,676,2024-08-26
222-728343-18575,8,우리은행,우리은행 퇴직연금 정기예금,IRP,3.4,66490,2025-05-30
222-728343-18575,8,하나은행,하나은행 퇴직연금 정기예금,IRP,3.35,45191963,2024-12-20
222-728343-18575,8,KB국민은행,국민은행 퇴직연금 정기예금,IRP,3.29,21828780,2024-07-25
788043-00-240052,251,NH농협은행,농협은행 퇴직연금 정기예금,IRP,3.29,490970,2025-01-04
788043-00-240052,251,신한은행,신한은행 퇴직연금 정기예금,IRP,3.29,800259,2025-03-19
788043-00-240052,251,우리은행,우리은행 퇴직연금 정기예금,IRP,3.4,4762,2025-02-11
788043-00-240052,251,하나은행,하나은행 퇴직연금 정기예금,IRP,3.35,467,2024-07-11
788043-00-240052,251,KB국민은행,국민은행 퇴직연금 정기예금,IRP,3.29,47731,2024-06-22
1964-681-853812,197,NH농협은행,농협은행 퇴직연금 정기예금,DB,3.39,5733,2025-02-19
1964-681-853812,197,신한은행,신한은행 퇴직연금 정기예금,DB,3.39,52189501,2025-04-15
1964-681-853812,197,하나은행,하나은행 퇴직연금 정기예금,DB,3.45,322205,2024-11-25
1964-681-853812,197,KB국민은행,국민은행 퇴직연금 정기예금,DB,3.39,6484,2024-10-14
351-825187-27-496,225,NH농협은행,농협은행 퇴직연금 정기예금,IRP,3.29,1752725,2025-02-27
351-825187-27-496,225,신한은행,신한은행 퇴직연금 정기예금,IRP,3.29,5240075,2024-12-11
351-825187-27-496,225,우리은행,우리은행 퇴직연금 정기예금,IRP,3.4,38386372,2025-03-31
351-825187-27-496,225,하나은행,하나은행 퇴직연금 정기예금,IRP,3.35,24815,2024-12-07
351-825187-27-496,225,KB국민은행,국민은행 퇴직연금 정기예금,IRP,3.29,92789,2025-05-13
239-639524-97-179,35,NH농협은행,농협은행 퇴직연금 정기예금,IRP,3.29,5730,2024-09-19
239-639524-97-179,35,신한은행,신한은행 퇴직연금 정기예금,IRP,3.29,15507829,2024-10-04
239-639524-97-179,35,우리은행,우리은행 퇴직연금 정기예금,IRP,3.4,583028,2025-06-08
239-639524-97-179,35,하나은행,하나은행 퇴직연금 정기예금,IRP,3.35,89496,2024-11-21
239-639524-97-179,35,KB국민은행,국민은행 퇴직연금 정기예금,IRP,3.29,1015751,2024-12-14
705995-04-476639,207,NH농협은행,농협은행 퇴직연금 정기예금,DC,3.29,146372,2024-12-22
705995-04-476639,207,신한은행,신한은행 퇴직연금 정기예금,DC,3.29,339073,2025-03-06
705995-04-476639,207,우리은행,우리은행 퇴직연금 정기예금,DC,3.4,497932,2024-08-11
705995-04-476639,207,하나은행,하나은행 퇴직연금 정기예금,DC,3.35,40953339,2025-01-01
705995-04-476639,207,KB국민은행,국민은행 퇴직연금 정기예금,DC,3.29,7012,2025-05-23
0187-047-413086,193,NH농협은행,농협은행 퇴직연금 정기예금,IRP,3.29,342985,2025-05-11
0187-047-413086,193,신한은행,신한은행 퇴직연금 정기예금,IRP,3.29,25206221,2025-01-18
0187-047-413086,193,우리은행,우리은행 퇴직연금 정기예금,IRP,3.4,16022,2024-08-10
0187-047-413086,193,하나은행,하나은행 퇴직연금 정기예금,IRP,3.35,20700,2024-07-19
0187-047-413086,193,KB국민은행,국민은행 퇴직연금 정기예금,IRP,3.29,335862,2025-04-23
246-190859-42576,61,NH농협은행,농협은행 퇴직연금 정기예금,IRP,3.29,84175466,2024-07-22
246-190859-42576,61,신한은행,신한은행 퇴직연금 정기예금,IRP,3.29,11426714,2024-11-28
246-190859-42576,61,우리은행,우리은행 퇴직연금 정기예금,IRP,3.4,321021,2025-04-12
246-190859-42576,61,하나은행,하나은행 퇴직연금 정기예금,IRP,3.35,756593,2024-11-03
246-190859-42576,61,KB국민은행,국민은행 퇴직연금 정기예금,IRP,3.29,82005,2025-06-03
